state,county,party,candidate,votes
MA,W. Brookfield,,William Feegbeh,0
MA,W. Newbury,,William Feegbeh,0
MA,W. Springfield,,William Feegbeh,0
MA,W. Stockbridge,,William Feegbeh,0
MA,W. Tisbury,,William Feegbeh,0
MA,Westborough,,William Feegbeh,0
MA,Westfield,,William Feegbeh,0
MA,Westford,,William Feegbeh,6
MA,Westhampton,,William Feegbeh,0
MA,Westminster,,William Feegbeh,0
MA,Weston,,William Feegbeh,0
MA,Westport,,William Feegbeh,0
MA,Westwood,,William Feegbeh,0
MA,Weymouth,,William Feegbeh,0
MA,Whately,,William Feegbeh,0
MA,Whitman,,William Feegbeh,0
MA,Wilbraham,,William Feegbeh,0
MA,Williamsburg,,William Feegbeh,0
MA,Williamstown,,William Feegbeh,0
MA,Wilmington,,William Feegbeh,0
MA,Winchendon,,William Feegbeh,0
MA,Winchester,,William Feegbeh,0
MA,Windsor,,William Feegbeh,0
MA,Winthrop,,William Feegbeh,0
MA,Woburn,,William Feegbeh,0
MA,Worcester,,William Feegbeh,0
MA,Worthington,,William Feegbeh,0
MA,Wrentham,,William Feegbeh,0
MA,Yarmouth,,William Feegbeh,0
MA,TOTALS,,William Feegbeh,28
MA,Abington,,Monica Moorehead,0
MA,Acton,,Monica Moorehead,0
MA,Acushnet,,Monica Moorehead,0
MA,Adams,,Monica Moorehead,0
MA,Agawam,,Monica Moorehead,0
MA,Alford,,Monica Moorehead,0
MA,Amesbury,,Monica Moorehead,0
MA,Amherst,,Monica Moorehead,0
MA,Andover,,Monica Moorehead,0
MA,Aquinnah,,Monica Moorehead,0
MA,Arlington,,Monica Moorehead,0
MA,Ashburnham,,Monica Moorehead,0
MA,Ashby,,Monica Moorehead,0
MA,Ashfield,,Monica Moorehead,12
MA,Ashland,,Monica Moorehead,0
MA,Athol,,Monica Moorehead,0
MA,Attleboro,,Monica Moorehead,0
MA,Auburn,,Monica Moorehead,0
MA,Avon,,Monica Moorehead,0
MA,Ayer,,Monica Moorehead,0
MA,Barnstable,,Monica Moorehead,0
MA,Barre,,Monica Moorehead,0
MA,Becket,,Monica Moorehead,0
MA,Bedford,,Monica Moorehead,0
MA,Belchertown,,Monica Moorehead,0
MA,Bellingham,,Monica Moorehead,0
MA,Belmont,,Monica Moorehead,0
MA,Berkley,,Monica Moorehead,0
MA,Berlin,,Monica Moorehead,0
MA,Bernardston,,Monica Moorehead,0
MA,Beverly,,Monica Moorehead,0
MA,Billerica,,Monica Moorehead,0
MA,Blackstone,,Monica Moorehead,0
MA,Blandford,,Monica Moorehead,0
MA,Bolton,,Monica Moorehead,0
MA,Boston,,Monica Moorehead,2
MA,Bourne,,Monica Moorehead,0
MA,Boxborough,,Monica Moorehead,0
MA,Boxford,,Monica Moorehead,0
MA,Boylston,,Monica Moorehead,0
MA,Braintree,,Monica Moorehead,0
MA,Brewster,,Monica Moorehead,0
MA,Bridgewater,,Monica Moorehead,0
MA,Brimfield,,Monica Moorehead,0
MA,Brockton,,Monica Moorehead,0
MA,Brookfield,,Monica Moorehead,0
MA,Brookline,,Monica Moorehead,0
MA,Buckland,,Monica Moorehead,0
MA,Burlington,,Monica Moorehead,0
MA,Cambridge,,Monica Moorehead,0
MA,Canton,,Monica Moorehead,0
MA,Carlisle,,Monica Moorehead,0
MA,Carver,,Monica Moorehead,0
MA,Charlemont,,Monica Moorehead,0
MA,Charlton,,Monica Moorehead,0
MA,Chatham,,Monica Moorehead,0
MA,Chelmsford,,Monica Moorehead,0
MA,Chelsea,,Monica Moorehead,0
MA,Cheshire,,Monica Moorehead,0
MA,Chester,,Monica Moorehead,0
MA,Chesterfield,,Monica Moorehead,0
MA,Chicopee,,Monica Moorehead,0
MA,Chilmark,,Monica Moorehead,0
MA,Clarksburg,,Monica Moorehead,0
MA,Clinton,,Monica Moorehead,0
MA,Cohasset,,Monica Moorehead,0
MA,Colrain,,Monica Moorehead,0
MA,Concord,,Monica Moorehead,0
MA,Conway,,Monica Moorehead,0
MA,Cummington,,Monica Moorehead,0
MA,Dalton,,Monica Moorehead,0
MA,Danvers,,Monica Moorehead,0
MA,Dartmouth,,Monica Moorehead,0
MA,Dedham,,Monica Moorehead,0
MA,Deerfield,,Monica Moorehead,0
MA,Dennis,,Monica Moorehead,0
MA,Dighton,,Monica Moorehead,0
MA,Douglas,,Monica Moorehead,0
MA,Dover,,Monica Moorehead,0
MA,Dracut,,Monica Moorehead,0
MA,Dudley,,Monica Moorehead,0
MA,Dunstable,,Monica Moorehead,0
MA,Duxbury,,Monica Moorehead,0
MA,E. Bridgewater,,Monica Moorehead,0
MA,E. Brookfield,,Monica Moorehead,0
MA,E. Longmeadow,,Monica Moorehead,0
MA,Eastham,,Monica Moorehead,0
MA,Easthampton,,Monica Moorehead,1
MA,Easton,,Monica Moorehead,0
MA,Edgartown,,Monica Moorehead,0
MA,Egremont,,Monica Moorehead,0
MA,Erving,,Monica Moorehead,0
MA,Essex,,Monica Moorehead,0
MA,Everett,,Monica Moorehead,0
MA,Fairhaven,,Monica Moorehead,0
MA,Fall River,,Monica Moorehead,0
MA,Falmouth,,Monica Moorehead,0
MA,Fitchburg,,Monica Moorehead,0
MA,Florida,,Monica Moorehead,0
MA,Foxborough,,Monica Moorehead,0
MA,Framingham,,Monica Moorehead,0
MA,Franklin,,Monica Moorehead,0
MA,Freetown,,Monica Moorehead,0
MA,Gardner,,Monica Moorehead,0
MA,Georgetown,,Monica Moorehead,0
MA,Gill,,Monica Moorehead,0
MA,Gloucester,,Monica Moorehead,0
MA,Goshen,,Monica Moorehead,0
MA,Gosnold,,Monica Moorehead,0
MA,Grafton,,Monica Moorehead,0
MA,Granby,,Monica Moorehead,0
MA,Granville,,Monica Moorehead,0
MA,Great Barrington,,Monica Moorehead,0
MA,Greenfield,,Monica Moorehead,0
MA,Groton,,Monica Moorehead,0
MA,Groveland,,Monica Moorehead,0
MA,Hadley,,Monica Moorehead,0
MA,Halifax,,Monica Moorehead,0
MA,Hamilton,,Monica Moorehead,0
MA,Hampden,,Monica Moorehead,0
MA,Hancock,,Monica Moorehead,0
MA,Hanover,,Monica Moorehead,0
MA,Hanson,,Monica Moorehead,0
MA,Hardwick,,Monica Moorehead,0
MA,Harvard,,Monica Moorehead,0
MA,Harwich,,Monica Moorehead,0
MA,Hatfield,,Monica Moorehead,0
MA,Haverhill,,Monica Moorehead,0
MA,Hawley,,Monica Moorehead,0
MA,Heath,,Monica Moorehead,0
MA,Hingham,,Monica Moorehead,0
MA,Hinsdale,,Monica Moorehead,0
MA,Holbrook,,Monica Moorehead,0
MA,Holden,,Monica Moorehead,0
MA,Holland,,Monica Moorehead,0
MA,Holliston,,Monica Moorehead,0
MA,Holyoke,,Monica Moorehead,0
MA,Hopedale,,Monica Moorehead,0
MA,Hopkinton,,Monica Moorehead,0
MA,Hubbardston,,Monica Moorehead,0
MA,Hudson,,Monica Moorehead,0
MA,Hull,,Monica Moorehead,0
MA,Huntington,,Monica Moorehead,0
MA,Ipswich,,Monica Moorehead,0
MA,Kingston,,Monica Moorehead,0
MA,Lakeville,,Monica Moorehead,0
MA,Lancaster,,Monica Moorehead,0
MA,Lanesborough,,Monica Moorehead,0
MA,Lawrence,,Monica Moorehead,0
MA,Lee,,Monica Moorehead,0
MA,Leicester,,Monica Moorehead,0
MA,Lenox,,Monica Moorehead,0
MA,Leominster,,Monica Moorehead,0
MA,Leverett,,Monica Moorehead,0
MA,Lexington,,Monica Moorehead,0
MA,Leyden,,Monica Moorehead,0
MA,Lincoln,,Monica Moorehead,0
MA,Littleton,,Monica Moorehead,0
MA,Longmeadow,,Monica Moorehead,0
MA,Lowell,,Monica Moorehead,0
MA,Ludlow,,Monica Moorehead,0
MA,Lunenburg,,Monica Moorehead,0
MA,Lynn,,Monica Moorehead,0
MA,Lynnfield,,Monica Moorehead,0
MA,Malden,,Monica Moorehead,0
MA,Manchester-by-the-Sea,,Monica Moorehead,0
MA,Mansfield,,Monica Moorehead,0
MA,Marblehead,,Monica Moorehead,0
MA,Marion,,Monica Moorehead,0
MA,Marlborough,,Monica Moorehead,0
MA,Marshfield,,Monica Moorehead,0
MA,Mashpee,,Monica Moorehead,0
MA,Mattapoisett,,Monica Moorehead,0
MA,Maynard,,Monica Moorehead,0
MA,Medfield,,Monica Moorehead,0
MA,Medford,,Monica Moorehead,0
MA,Medway,,Monica Moorehead,0
MA,Melrose,,Monica Moorehead,0
MA,Mendon,,Monica Moorehead,0
MA,Merrimac,,Monica Moorehead,0
MA,Methuen,,Monica Moorehead,0
MA,Middleborough,,Monica Moorehead,0
MA,Middlefield,,Monica Moorehead,0
MA,Middleton,,Monica Moorehead,0
MA,Milford,,Monica Moorehead,0
MA,Millbury,,Monica Moorehead,0
MA,Millis,,Monica Moorehead,0
MA,Millville,,Monica Moorehead,0
MA,Milton,,Monica Moorehead,0
MA,Monroe,,Monica Moorehead,0
MA,Monson,,Monica Moorehead,0
MA,Montague,,Monica Moorehead,0
MA,Monterey,,Monica Moorehead,0
MA,Montgomery,,Monica Moorehead,0
MA,Mount Washington,,Monica Moorehead,0
MA,Nahant,,Monica Moorehead,0
MA,Nantucket,,Monica Moorehead,0
MA,Natick,,Monica Moorehead,0
MA,Needham,,Monica Moorehead,0
MA,New Ashford,,Monica Moorehead,0
MA,New Bedford,,Monica Moorehead,0
MA,New Braintree,,Monica Moorehead,0
MA,New Marlborough,,Monica Moorehead,0
MA,New Salem,,Monica Moorehead,0
MA,Newbury,,Monica Moorehead,0
MA,Newburyport,,Monica Moorehead,0
MA,Newton,,Monica Moorehead,0
MA,Norfolk,,Monica Moorehead,0
MA,N. Adams,,Monica Moorehead,0
MA,N. Andover,,Monica Moorehead,0
MA,N. Attleborough,,Monica Moorehead,0
MA,N. Brookfield,,Monica Moorehead,0
MA,N. Reading,,Monica Moorehead,0
MA,Northampton,,Monica Moorehead,0
MA,Northborough,,Monica Moorehead,0
MA,Northbridge,,Monica Moorehead,0
MA,Northfield,,Monica Moorehead,0
MA,Norton,,Monica Moorehead,0
MA,Norwell,,Monica Moorehead,0
MA,Norwood,,Monica Moorehead,0
MA,Oak Bluffs,,Monica Moorehead,0
MA,Oakham,,Monica Moorehead,0
MA,Orange,,Monica Moorehead,0
MA,Orleans,,Monica Moorehead,0
MA,Otis,,Monica Moorehead,0
MA,Oxford,,Monica Moorehead,0
MA,Palmer,,Monica Moorehead,0
MA,Paxton,,Monica Moorehead,0
MA,Peabody,,Monica Moorehead,0
MA,Pelham,,Monica Moorehead,0
MA,Pembroke,,Monica Moorehead,0
MA,Pepperell,,Monica Moorehead,0
MA,Peru,,Monica Moorehead,0
MA,Petersham,,Monica Moorehead,0
MA,Phillipston,,Monica Moorehead,0
MA,Pittsfield,,Monica Moorehead,0
MA,Plainfield,,Monica Moorehead,0
MA,Plainville,,Monica Moorehead,0
MA,Plymouth,,Monica Moorehead,0
MA,Plympton,,Monica Moorehead,0
MA,Princeton,,Monica Moorehead,0
MA,Provincetown,,Monica Moorehead,0
MA,Quincy,,Monica Moorehead,0
MA,Randolph,,Monica Moorehead,0
MA,Raynham,,Monica Moorehead,0
MA,Reading,,Monica Moorehead,0
MA,Rehoboth,,Monica Moorehead,0
MA,Revere,,Monica Moorehead,0
MA,Richmond,,Monica Moorehead,0
MA,Rochester,,Monica Moorehead,0
MA,Rockland,,Monica Moorehead,0
MA,Rockport,,Monica Moorehead,0
MA,Rowe,,Monica Moorehead,0
MA,Rowley,,Monica Moorehead,0
MA,Royalston,,Monica Moorehead,0
MA,Russell,,Monica Moorehead,0
MA,Rutland,,Monica Moorehead,0
MA,Salem,,Monica Moorehead,0
MA,Salisbury,,Monica Moorehead,0
MA,Sandisfield,,Monica Moorehead,0
MA,Sandwich,,Monica Moorehead,0
MA,Saugus,,Monica Moorehead,0
MA,Savoy,,Monica Moorehead,0
MA,Scituate,,Monica Moorehead,0
MA,Seekonk,,Monica Moorehead,0
MA,Sharon,,Monica Moorehead,0
MA,Sheffield,,Monica Moorehead,0
MA,Shelburne,,Monica Moorehead,0
MA,Sherborn,,Monica Moorehead,0
MA,Shirley,,Monica Moorehead,0
MA,Shrewsbury,,Monica Moorehead,0
MA,Shutesbury,,Monica Moorehead,0
MA,Somerset,,Monica Moorehead,0
MA,Somerville,,Monica Moorehead,0
MA,S. Hadley,,Monica Moorehead,0
MA,Southampton,,Monica Moorehead,0
MA,Southborough,,Monica Moorehead,0
MA,Southbridge,,Monica Moorehead,0
MA,Southwick,,Monica Moorehead,0
MA,Spencer,,Monica Moorehead,0
MA,Springfield,,Monica Moorehead,0
MA,Sterling,,Monica Moorehead,0
MA,Stockbridge,,Monica Moorehead,0
MA,Stoneham,,Monica Moorehead,0
MA,Stoughton,,Monica Moorehead,0
MA,Stow,,Monica Moorehead,0
MA,Sturbridge,,Monica Moorehead,0
MA,Sudbury,,Monica Moorehead,0
MA,Sunderland,,Monica Moorehead,0
MA,Sutton,,Monica Moorehead,0
MA,Swampscott,,Monica Moorehead,0
MA,Swansea,,Monica Moorehead,0
MA,Taunton,,Monica Moorehead,0
MA,Templeton,,Monica Moorehead,0
MA,Tewksbury,,Monica Moorehead,0
MA,Tisbury,,Monica Moorehead,0
MA,Tolland,,Monica Moorehead,0
MA,Topsfield,,Monica Moorehead,0
MA,Townsend,,Monica Moorehead,0
MA,Truro,,Monica Moorehead,0
MA,Tyngsborough,,Monica Moorehead,0
MA,Tyringham,,Monica Moorehead,0
MA,Upton,,Monica Moorehead,0
MA,Uxbridge,,Monica Moorehead,0
MA,Wakefield,,Monica Moorehead,0
MA,Wales,,Monica Moorehead,0
MA,Walpole,,Monica Moorehead,0
MA,Waltham,,Monica Moorehead,0
MA,Ware,,Monica Moorehead,0
MA,Wareham,,Monica Moorehead,0
MA,Warren,,Monica Moorehead,0
MA,Warwick,,Monica Moorehead,0
MA,Washington,,Monica Moorehead,0
MA,Watertown,,Monica Moorehead,0
MA,Wayland,,Monica Moorehead,0
MA,Webster,,Monica Moorehead,0
MA,Wellesley,,Monica Moorehead,0
MA,Wellfleet,,Monica Moorehead,0
MA,Wendell,,Monica Moorehead,0
MA,Wenham,,Monica Moorehead,0
MA,W. Boylston,,Monica Moorehead,0
MA,W. Bridgewater,,Monica Moorehead,0
MA,W. Brookfield,,Monica Moorehead,0
MA,W. Newbury,,Monica Moorehead,0
MA,W. Springfield,,Monica Moorehead,0
MA,W. Stockbridge,,Monica Moorehead,0
MA,W. Tisbury,,Monica Moorehead,0
MA,Westborough,,Monica Moorehead,0
MA,Westfield,,Monica Moorehead,0
MA,Westford,,Monica Moorehead,0
MA,Westhampton,,Monica Moorehead,0
MA,Westminster,,Monica Moorehead,0
MA,Weston,,Monica Moorehead,0
MA,Westport,,Monica Moorehead,0
MA,Westwood,,Monica Moorehead,0
MA,Weymouth,,Monica Moorehead,0
MA,Whately,,Monica Moorehead,0
MA,Whitman,,Monica Moorehead,0
MA,Wilbraham,,Monica Moorehead,0
MA,Williamsburg,,Monica Moorehead,0
MA,Williamstown,,Monica Moorehead,0
MA,Wilmington,,Monica Moorehead,0
MA,Winchendon,,Monica Moorehead,0
MA,Winchester,,Monica Moorehead,0
MA,Windsor,,Monica Moorehead,0
MA,Winthrop,,Monica Moorehead,0
MA,Woburn,,Monica Moorehead,0
MA,Worcester,,Monica Moorehead,0
MA,Worthington,,Monica Moorehead,0
MA,Wrentham,,Monica Moorehead,0
MA,Yarmouth,,Monica Moorehead,0
MA,TOTALS,,Monica Moorehead,15
MA,Abington,,Marshall Schoenke,0
MA,Acton,,Marshall Schoenke,0
MA,Acushnet,,Marshall Schoenke,0
MA,Adams,,Marshall Schoenke,0
MA,Agawam,,Marshall Schoenke,0
MA,Alford,,Marshall Schoenke,0
MA,Amesbury,,Marshall Schoenke,0
MA,Amherst,,Marshall Schoenke,0
MA,Andover,,Marshall Schoenke,0
MA,Aquinnah,,Marshall Schoenke,0
MA,Arlington,,Marshall Schoenke,0
MA,Ashburnham,,Marshall Schoenke,0
MA,Ashby,,Marshall Schoenke,0
MA,Ashfield,,Marshall Schoenke,0
MA,Ashland,,Marshall Schoenke,0
MA,Athol,,Marshall Schoenke,0
MA,Attleboro,,Marshall Schoenke,0
MA,Auburn,,Marshall Schoenke,0
MA,Avon,,Marshall Schoenke,0
MA,Ayer,,Marshall Schoenke,0
MA,Barnstable,,Marshall Schoenke,0
MA,Barre,,Marshall Schoenke,0
MA,Becket,,Marshall Schoenke,0
MA,Bedford,,Marshall Schoenke,0
MA,Belchertown,,Marshall Schoenke,0
MA,Bellingham,,Marshall Schoenke,0
MA,Belmont,,Marshall Schoenke,0
MA,Berkley,,Marshall Schoenke,0
MA,Berlin,,Marshall Schoenke,0
MA,Bernardston,,Marshall Schoenke,0
MA,Beverly,,Marshall Schoenke,0
MA,Billerica,,Marshall Schoenke,0
MA,Blackstone,,Marshall Schoenke,0
MA,Blandford,,Marshall Schoenke,0
MA,Bolton,,Marshall Schoenke,0
MA,Boston,,Marshall Schoenke,0
MA,Bourne,,Marshall Schoenke,0
MA,Boxborough,,Marshall Schoenke,0
MA,Boxford,,Marshall Schoenke,0
MA,Boylston,,Marshall Schoenke,0
MA,Braintree,,Marshall Schoenke,0
MA,Brewster,,Marshall Schoenke,0
MA,Bridgewater,,Marshall Schoenke,0
MA,Brimfield,,Marshall Schoenke,0
MA,Brockton,,Marshall Schoenke,0
MA,Brookfield,,Marshall Schoenke,0
MA,Brookline,,Marshall Schoenke,0
MA,Buckland,,Marshall Schoenke,0
MA,Burlington,,Marshall Schoenke,0
MA,Cambridge,,Marshall Schoenke,0
MA,Canton,,Marshall Schoenke,0
MA,Carlisle,,Marshall Schoenke,0
MA,Carver,,Marshall Schoenke,0
MA,Charlemont,,Marshall Schoenke,0
MA,Charlton,,Marshall Schoenke,0
MA,Chatham,,Marshall Schoenke,0
MA,Chelmsford,,Marshall Schoenke,0
MA,Chelsea,,Marshall Schoenke,0
MA,Cheshire,,Marshall Schoenke,0
MA,Chester,,Marshall Schoenke,0
MA,Chesterfield,,Marshall Schoenke,0
MA,Chicopee,,Marshall Schoenke,0
MA,Chilmark,,Marshall Schoenke,0
MA,Clarksburg,,Marshall Schoenke,0
MA,Clinton,,Marshall Schoenke,0
MA,Cohasset,,Marshall Schoenke,0
MA,Colrain,,Marshall Schoenke,0
MA,Concord,,Marshall Schoenke,0
MA,Conway,,Marshall Schoenke,0
MA,Cummington,,Marshall Schoenke,0
MA,Dalton,,Marshall Schoenke,0
MA,Danvers,,Marshall Schoenke,0
MA,Dartmouth,,Marshall Schoenke,0
MA,Dedham,,Marshall Schoenke,0
MA,Deerfield,,Marshall Schoenke,0
MA,Dennis,,Marshall Schoenke,0
MA,Dighton,,Marshall Schoenke,0
MA,Douglas,,Marshall Schoenke,0
MA,Dover,,Marshall Schoenke,0
MA,Dracut,,Marshall Schoenke,0
MA,Dudley,,Marshall Schoenke,0
MA,Dunstable,,Marshall Schoenke,0
MA,Duxbury,,Marshall Schoenke,0
MA,E. Bridgewater,,Marshall Schoenke,0
MA,E. Brookfield,,Marshall Schoenke,0
MA,E. Longmeadow,,Marshall Schoenke,0
MA,Eastham,,Marshall Schoenke,0
MA,Easthampton,,Marshall Schoenke,0
MA,Easton,,Marshall Schoenke,0
MA,Edgartown,,Marshall Schoenke,0
MA,Egremont,,Marshall Schoenke,0
MA,Erving,,Marshall Schoenke,0
MA,Essex,,Marshall Schoenke,0
MA,Everett,,Marshall Schoenke,0
MA,Fairhaven,,Marshall Schoenke,0
MA,Fall River,,Marshall Schoenke,0
MA,Falmouth,,Marshall Schoenke,0
MA,Fitchburg,,Marshall Schoenke,0
MA,Florida,,Marshall Schoenke,0
MA,Foxborough,,Marshall Schoenke,0
MA,Framingham,,Marshall Schoenke,0
MA,Franklin,,Marshall Schoenke,0
MA,Freetown,,Marshall Schoenke,0
MA,Gardner,,Marshall Schoenke,0
MA,Georgetown,,Marshall Schoenke,0
MA,Gill,,Marshall Schoenke,0
MA,Gloucester,,Marshall Schoenke,0
MA,Goshen,,Marshall Schoenke,0
MA,Gosnold,,Marshall Schoenke,0
MA,Grafton,,Marshall Schoenke,0
MA,Granby,,Marshall Schoenke,0
MA,Granville,,Marshall Schoenke,0
MA,Great Barrington,,Marshall Schoenke,0
MA,Greenfield,,Marshall Schoenke,0
MA,Groton,,Marshall Schoenke,0
MA,Groveland,,Marshall Schoenke,0
MA,Hadley,,Marshall Schoenke,0
MA,Halifax,,Marshall Schoenke,0
MA,Hamilton,,Marshall Schoenke,0
MA,Hampden,,Marshall Schoenke,0
MA,Hancock,,Marshall Schoenke,0
MA,Hanover,,Marshall Schoenke,0
MA,Hanson,,Marshall Schoenke,0
MA,Hardwick,,Marshall Schoenke,0
MA,Harvard,,Marshall Schoenke,0
MA,Harwich,,Marshall Schoenke,0
MA,Hatfield,,Marshall Schoenke,0
MA,Haverhill,,Marshall Schoenke,0
MA,Hawley,,Marshall Schoenke,0
MA,Heath,,Marshall Schoenke,0
MA,Hingham,,Marshall Schoenke,0
MA,Hinsdale,,Marshall Schoenke,0
MA,Holbrook,,Marshall Schoenke,0
MA,Holden,,Marshall Schoenke,0
MA,Holland,,Marshall Schoenke,0
MA,Holliston,,Marshall Schoenke,0
MA,Holyoke,,Marshall Schoenke,0
MA,Hopedale,,Marshall Schoenke,0
MA,Hopkinton,,Marshall Schoenke,0
MA,Hubbardston,,Marshall Schoenke,0
MA,Hudson,,Marshall Schoenke,0
MA,Hull,,Marshall Schoenke,0
MA,Huntington,,Marshall Schoenke,0
MA,Ipswich,,Marshall Schoenke,0
MA,Kingston,,Marshall Schoenke,0
MA,Lakeville,,Marshall Schoenke,0
MA,Lancaster,,Marshall Schoenke,0
MA,Lanesborough,,Marshall Schoenke,0
MA,Lawrence,,Marshall Schoenke,0
MA,Lee,,Marshall Schoenke,0
MA,Leicester,,Marshall Schoenke,0
MA,Lenox,,Marshall Schoenke,0
MA,Leominster,,Marshall Schoenke,0
MA,Leverett,,Marshall Schoenke,0
MA,Lexington,,Marshall Schoenke,0
MA,Leyden,,Marshall Schoenke,0
MA,Lincoln,,Marshall Schoenke,0
MA,Littleton,,Marshall Schoenke,0
MA,Longmeadow,,Marshall Schoenke,0
MA,Lowell,,Marshall Schoenke,0
MA,Ludlow,,Marshall Schoenke,0
MA,Lunenburg,,Marshall Schoenke,0
MA,Lynn,,Marshall Schoenke,0
MA,Lynnfield,,Marshall Schoenke,0
MA,Malden,,Marshall Schoenke,0
MA,Manchester-by-the-Sea,,Marshall Schoenke,0
MA,Mansfield,,Marshall Schoenke,0
MA,Marblehead,,Marshall Schoenke,0
MA,Marion,,Marshall Schoenke,0
MA,Marlborough,,Marshall Schoenke,0
MA,Marshfield,,Marshall Schoenke,0
MA,Mashpee,,Marshall Schoenke,0
MA,Mattapoisett,,Marshall Schoenke,0
MA,Maynard,,Marshall Schoenke,0
MA,Medfield,,Marshall Schoenke,0
MA,Medford,,Marshall Schoenke,0
MA,Medway,,Marshall Schoenke,0
MA,Melrose,,Marshall Schoenke,0
MA,Mendon,,Marshall Schoenke,0
MA,Merrimac,,Marshall Schoenke,0
MA,Methuen,,Marshall Schoenke,0
MA,Middleborough,,Marshall Schoenke,0
MA,Middlefield,,Marshall Schoenke,0
MA,Middleton,,Marshall Schoenke,0
MA,Milford,,Marshall Schoenke,0
MA,Millbury,,Marshall Schoenke,0
MA,Millis,,Marshall Schoenke,0
MA,Millville,,Marshall Schoenke,0
MA,Milton,,Marshall Schoenke,0
MA,Monroe,,Marshall Schoenke,0
MA,Monson,,Marshall Schoenke,0
MA,Montague,,Marshall Schoenke,0
MA,Monterey,,Marshall Schoenke,0
MA,Montgomery,,Marshall Schoenke,0
MA,Mount Washington,,Marshall Schoenke,0
MA,Nahant,,Marshall Schoenke,0
MA,Nantucket,,Marshall Schoenke,0
MA,Natick,,Marshall Schoenke,0
MA,Needham,,Marshall Schoenke,0
MA,New Ashford,,Marshall Schoenke,0
MA,New Bedford,,Marshall Schoenke,0
MA,New Braintree,,Marshall Schoenke,0
MA,New Marlborough,,Marshall Schoenke,0
MA,New Salem,,Marshall Schoenke,0
MA,Newbury,,Marshall Schoenke,0
MA,Newburyport,,Marshall Schoenke,0
MA,Newton,,Marshall Schoenke,0
MA,Norfolk,,Marshall Schoenke,0
MA,N. Adams,,Marshall Schoenke,0
MA,N. Andover,,Marshall Schoenke,0
MA,N. Attleborough,,Marshall Schoenke,0
MA,N. Brookfield,,Marshall Schoenke,0
MA,N. Reading,,Marshall Schoenke,0
MA,Northampton,,Marshall Schoenke,0
MA,Northborough,,Marshall Schoenke,0
MA,Northbridge,,Marshall Schoenke,0
MA,Northfield,,Marshall Schoenke,0
MA,Norton,,Marshall Schoenke,0
MA,Norwell,,Marshall Schoenke,0
MA,Norwood,,Marshall Schoenke,0
MA,Oak Bluffs,,Marshall Schoenke,0
MA,Oakham,,Marshall Schoenke,0
MA,Orange,,Marshall Schoenke,0
MA,Orleans,,Marshall Schoenke,0
MA,Otis,,Marshall Schoenke,0
MA,Oxford,,Marshall Schoenke,0
MA,Palmer,,Marshall Schoenke,0
MA,Paxton,,Marshall Schoenke,0
MA,Peabody,,Marshall Schoenke,0
MA,Pelham,,Marshall Schoenke,0
MA,Pembroke,,Marshall Schoenke,0
MA,Pepperell,,Marshall Schoenke,0
MA,Peru,,Marshall Schoenke,0
MA,Petersham,,Marshall Schoenke,0
MA,Phillipston,,Marshall Schoenke,0
MA,Pittsfield,,Marshall Schoenke,0
MA,Plainfield,,Marshall Schoenke,0
MA,Plainville,,Marshall Schoenke,0
MA,Plymouth,,Marshall Schoenke,0
MA,Plympton,,Marshall Schoenke,0
MA,Princeton,,Marshall Schoenke,0
MA,Provincetown,,Marshall Schoenke,0
MA,Quincy,,Marshall Schoenke,0
MA,Randolph,,Marshall Schoenke,0
MA,Raynham,,Marshall Schoenke,0
MA,Reading,,Marshall Schoenke,0
MA,Rehoboth,,Marshall Schoenke,0
MA,Revere,,Marshall Schoenke,0
MA,Richmond,,Marshall Schoenke,0
MA,Rochester,,Marshall Schoenke,0
MA,Rockland,,Marshall Schoenke,0
MA,Rockport,,Marshall Schoenke,0
MA,Rowe,,Marshall Schoenke,0
MA,Rowley,,Marshall Schoenke,0
MA,Royalston,,Marshall Schoenke,0
MA,Russell,,Marshall Schoenke,0
MA,Rutland,,Marshall Schoenke,0
MA,Salem,,Marshall Schoenke,0
MA,Salisbury,,Marshall Schoenke,0
MA,Sandisfield,,Marshall Schoenke,0
MA,Sandwich,,Marshall Schoenke,0
MA,Saugus,,Marshall Schoenke,0
MA,Savoy,,Marshall Schoenke,0
MA,Scituate,,Marshall Schoenke,0
MA,Seekonk,,Marshall Schoenke,0
MA,Sharon,,Marshall Schoenke,0
MA,Sheffield,,Marshall Schoenke,0
MA,Shelburne,,Marshall Schoenke,0
MA,Sherborn,,Marshall Schoenke,0
MA,Shirley,,Marshall Schoenke,0
MA,Shrewsbury,,Marshall Schoenke,0
MA,Shutesbury,,Marshall Schoenke,0
MA,Somerset,,Marshall Schoenke,0
MA,Somerville,,Marshall Schoenke,0
MA,S. Hadley,,Marshall Schoenke,0
MA,Southampton,,Marshall Schoenke,0
MA,Southborough,,Marshall Schoenke,0
MA,Southbridge,,Marshall Schoenke,0
MA,Southwick,,Marshall Schoenke,0
MA,Spencer,,Marshall Schoenke,0
MA,Springfield,,Marshall Schoenke,0
MA,Sterling,,Marshall Schoenke,0
MA,Stockbridge,,Marshall Schoenke,0
MA,Stoneham,,Marshall Schoenke,0
MA,Stoughton,,Marshall Schoenke,0
MA,Stow,,Marshall Schoenke,0
MA,Sturbridge,,Marshall Schoenke,0
MA,Sudbury,,Marshall Schoenke,0
MA,Sunderland,,Marshall Schoenke,0
