state,county,party,candidate,votes
MN,Hubbard,SWP,Alyson Kennedy and Osborne Hart,8
MN,Hubbard,GP,Jill Stein and Howie Hawkins,132
MN,Hubbard,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Hubbard,IP,Evan McMullin and Nathan Johnson,154
MN,Hubbard,LIB,Gary Johnson and William Weld,342
MN,Hubbard,WI,WRITE-IN**,100
MN,Isanti,R,Donald J. Trump,13635
MN,Isanti,DFL,Hillary Clinton and Tim Kaine,5657
MN,Isanti,CP,Darrell Castle and Scott Bradley,84
MN,Isanti,LMN,Dan R. Vacek and Mark Elworth] Jr.,85
MN,Isanti,SWP,Alyson Kennedy and Osborne Hart,8
MN,Isanti,GP,Jill Stein and Howie Hawkins,219
MN,Isanti,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Isanti,IP,Evan McMullin and Nathan Johnson,418
MN,Isanti,LIB,Gary Johnson and William Weld,765
MN,Isanti,WI,WRITE-IN**,140
MN,Itasca,R,Donald J. Trump,12920
MN,Itasca,DFL,Hillary Clinton and Tim Kaine,9015
MN,Itasca,CP,Darrell Castle and Scott Bradley,126
MN,Itasca,LMN,Dan R. Vacek and Mark Elworth] Jr.,150
MN,Itasca,SWP,Alyson Kennedy and Osborne Hart,8
MN,Itasca,GP,Jill Stein and Howie Hawkins,274
MN,Itasca,ADP,Rocky Roque De La Fuente and Michael Steinberg,10
MN,Itasca,IP,Evan McMullin and Nathan Johnson,355
MN,Itasca,LIB,Gary Johnson and William Weld,792
MN,Itasca,WI,WRITE-IN**,230
MN,Jackson,R,Donald J. Trump,3609
MN,Jackson,DFL,Hillary Clinton and Tim Kaine,1492
MN,Jackson,CP,Darrell Castle and Scott Bradley,22
MN,Jackson,LMN,Dan R. Vacek and Mark Elworth] Jr.,17
MN,Jackson,SWP,Alyson Kennedy and Osborne Hart,1
MN,Jackson,GP,Jill Stein and Howie Hawkins,49
MN,Jackson,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Jackson,IP,Evan McMullin and Nathan Johnson,81
MN,Jackson,LIB,Gary Johnson and William Weld,181
MN,Jackson,WI,WRITE-IN**,31
MN,Kanabec,R,Donald J. Trump,5230
MN,Kanabec,DFL,Hillary Clinton and Tim Kaine,2327
MN,Kanabec,CP,Darrell Castle and Scott Bradley,32
MN,Kanabec,LMN,Dan R. Vacek and Mark Elworth] Jr.,32
MN,Kanabec,SWP,Alyson Kennedy and Osborne Hart,5
MN,Kanabec,GP,Jill Stein and Howie Hawkins,81
MN,Kanabec,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Kanabec,IP,Evan McMullin and Nathan Johnson,115
MN,Kanabec,LIB,Gary Johnson and William Weld,298
MN,Kanabec,WI,WRITE-IN**,52
MN,Kandiyohi,R,Donald J. Trump,12785
MN,Kandiyohi,DFL,Hillary Clinton and Tim Kaine,7266
MN,Kandiyohi,CP,Darrell Castle and Scott Bradley,83
MN,Kandiyohi,LMN,Dan R. Vacek and Mark Elworth] Jr.,51
MN,Kandiyohi,SWP,Alyson Kennedy and Osborne Hart,11
MN,Kandiyohi,GP,Jill Stein and Howie Hawkins,164
MN,Kandiyohi,ADP,Rocky Roque De La Fuente and Michael Steinberg,14
MN,Kandiyohi,IP,Evan McMullin and Nathan Johnson,347
MN,Kandiyohi,LIB,Gary Johnson and William Weld,927
MN,Kandiyohi,WI,WRITE-IN**,124
MN,Kittson,R,Donald J. Trump,1349
MN,Kittson,DFL,Hillary Clinton and Tim Kaine,823
MN,Kittson,CP,Darrell Castle and Scott Bradley,13
MN,Kittson,LMN,Dan R. Vacek and Mark Elworth] Jr.,9
MN,Kittson,SWP,Alyson Kennedy and Osborne Hart,4
MN,Kittson,GP,Jill Stein and Howie Hawkins,15
MN,Kittson,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Kittson,IP,Evan McMullin and Nathan Johnson,28
MN,Kittson,LIB,Gary Johnson and William Weld,121
MN,Kittson,WI,WRITE-IN**,22
MN,Koochiching,R,Donald J. Trump,3569
MN,Koochiching,DFL,Hillary Clinton and Tim Kaine,2306
MN,Koochiching,CP,Darrell Castle and Scott Bradley,37
MN,Koochiching,LMN,Dan R. Vacek and Mark Elworth] Jr.,34
MN,Koochiching,SWP,Alyson Kennedy and Osborne Hart,3
MN,Koochiching,GP,Jill Stein and Howie Hawkins,69
MN,Koochiching,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Koochiching,IP,Evan McMullin and Nathan Johnson,87
MN,Koochiching,LIB,Gary Johnson and William Weld,207
MN,Koochiching,WI,WRITE-IN**,50
MN,Lac Qui Parle,R,Donald J. Trump,2293
MN,Lac Qui Parle,DFL,Hillary Clinton and Tim Kaine,1305
MN,Lac Qui Parle,CP,Darrell Castle and Scott Bradley,32
MN,Lac Qui Parle,LMN,Dan R. Vacek and Mark Elworth] Jr.,9
MN,Lac Qui Parle,SWP,Alyson Kennedy and Osborne Hart,0
MN,Lac Qui Parle,GP,Jill Stein and Howie Hawkins,33
MN,Lac Qui Parle,ADP,Rocky Roque De La Fuente and Michael Steinberg,0
MN,Lac Qui Parle,IP,Evan McMullin and Nathan Johnson,61
MN,Lac Qui Parle,LIB,Gary Johnson and William Weld,106
MN,Lac Qui Parle,WI,WRITE-IN**,21
MN,Lake,R,Donald J. Trump,2932
MN,Lake,DFL,Hillary Clinton and Tim Kaine,3077
MN,Lake,CP,Darrell Castle and Scott Bradley,27
MN,Lake,LMN,Dan R. Vacek and Mark Elworth] Jr.,28
MN,Lake,SWP,Alyson Kennedy and Osborne Hart,5
MN,Lake,GP,Jill Stein and Howie Hawkins,93
MN,Lake,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Lake,IP,Evan McMullin and Nathan Johnson,93
MN,Lake,LIB,Gary Johnson and William Weld,215
MN,Lake,WI,WRITE-IN**,49
MN,Lake Of The Woods,R,Donald J. Trump,1540
MN,Lake Of The Woods,DFL,Hillary Clinton and Tim Kaine,553
MN,Lake Of The Woods,CP,Darrell Castle and Scott Bradley,10
MN,Lake Of The Woods,LMN,Dan R. Vacek and Mark Elworth] Jr.,11
MN,Lake Of The Woods,SWP,Alyson Kennedy and Osborne Hart,2
MN,Lake Of The Woods,GP,Jill Stein and Howie Hawkins,16
MN,Lake Of The Woods,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Lake Of The Woods,IP,Evan McMullin and Nathan Johnson,29
MN,Lake Of The Woods,LIB,Gary Johnson and William Weld,67
MN,Lake Of The Woods,WI,WRITE-IN**,12
MN,Le Sueur,R,Donald J. Trump,9182
MN,Le Sueur,DFL,Hillary Clinton and Tim Kaine,4623
MN,Le Sueur,CP,Darrell Castle and Scott Bradley,65
MN,Le Sueur,LMN,Dan R. Vacek and Mark Elworth] Jr.,59
MN,Le Sueur,SWP,Alyson Kennedy and Osborne Hart,9
MN,Le Sueur,GP,Jill Stein and Howie Hawkins,146
MN,Le Sueur,ADP,Rocky Roque De La Fuente and Michael Steinberg,4
MN,Le Sueur,IP,Evan McMullin and Nathan Johnson,265
MN,Le Sueur,LIB,Gary Johnson and William Weld,514
MN,Le Sueur,WI,WRITE-IN**,104
MN,Lincoln,R,Donald J. Trump,1931
MN,Lincoln,DFL,Hillary Clinton and Tim Kaine,860
MN,Lincoln,CP,Darrell Castle and Scott Bradley,17
MN,Lincoln,LMN,Dan R. Vacek and Mark Elworth] Jr.,4
MN,Lincoln,SWP,Alyson Kennedy and Osborne Hart,2
MN,Lincoln,GP,Jill Stein and Howie Hawkins,18
MN,Lincoln,ADP,Rocky Roque De La Fuente and Michael Steinberg,0
MN,Lincoln,IP,Evan McMullin and Nathan Johnson,59
MN,Lincoln,LIB,Gary Johnson and William Weld,112
MN,Lincoln,WI,WRITE-IN**,16
MN,Lyon,R,Donald J. Trump,7256
MN,Lyon,DFL,Hillary Clinton and Tim Kaine,3825
MN,Lyon,CP,Darrell Castle and Scott Bradley,65
MN,Lyon,LMN,Dan R. Vacek and Mark Elworth] Jr.,36
MN,Lyon,SWP,Alyson Kennedy and Osborne Hart,11
MN,Lyon,GP,Jill Stein and Howie Hawkins,115
MN,Lyon,ADP,Rocky Roque De La Fuente and Michael Steinberg,12
MN,Lyon,IP,Evan McMullin and Nathan Johnson,286
MN,Lyon,LIB,Gary Johnson and William Weld,523
MN,Lyon,WI,WRITE-IN**,86
MN,Mcleod,R,Donald J. Trump,12155
MN,Mcleod,DFL,Hillary Clinton and Tim Kaine,4978
MN,Mcleod,CP,Darrell Castle and Scott Bradley,83
MN,Mcleod,LMN,Dan R. Vacek and Mark Elworth] Jr.,87
MN,Mcleod,SWP,Alyson Kennedy and Osborne Hart,9
MN,Mcleod,GP,Jill Stein and Howie Hawkins,135
MN,Mcleod,ADP,Rocky Roque De La Fuente and Michael Steinberg,8
MN,Mcleod,IP,Evan McMullin and Nathan Johnson,372
MN,Mcleod,LIB,Gary Johnson and William Weld,857
MN,Mcleod,WI,WRITE-IN**,123
MN,Mahnomen,R,Donald J. Trump,991
MN,Mahnomen,DFL,Hillary Clinton and Tim Kaine,930
MN,Mahnomen,CP,Darrell Castle and Scott Bradley,16
MN,Mahnomen,LMN,Dan R. Vacek and Mark Elworth] Jr.,16
MN,Mahnomen,SWP,Alyson Kennedy and Osborne Hart,3
MN,Mahnomen,GP,Jill Stein and Howie Hawkins,34
MN,Mahnomen,ADP,Rocky Roque De La Fuente and Michael Steinberg,0
MN,Mahnomen,IP,Evan McMullin and Nathan Johnson,30
MN,Mahnomen,LIB,Gary Johnson and William Weld,54
MN,Mahnomen,WI,WRITE-IN**,14
MN,Marshall,R,Donald J. Trump,3208
MN,Marshall,DFL,Hillary Clinton and Tim Kaine,1225
MN,Marshall,CP,Darrell Castle and Scott Bradley,23
MN,Marshall,LMN,Dan R. Vacek and Mark Elworth] Jr.,14
MN,Marshall,SWP,Alyson Kennedy and Osborne Hart,3
MN,Marshall,GP,Jill Stein and Howie Hawkins,30
MN,Marshall,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Marshall,IP,Evan McMullin and Nathan Johnson,85
MN,Marshall,LIB,Gary Johnson and William Weld,204
MN,Marshall,WI,WRITE-IN**,23
MN,Martin,R,Donald J. Trump,7062
MN,Martin,DFL,Hillary Clinton and Tim Kaine,2733
MN,Martin,CP,Darrell Castle and Scott Bradley,43
MN,Martin,LMN,Dan R. Vacek and Mark Elworth] Jr.,33
MN,Martin,SWP,Alyson Kennedy and Osborne Hart,2
MN,Martin,GP,Jill Stein and Howie Hawkins,79
MN,Martin,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Martin,IP,Evan McMullin and Nathan Johnson,169
MN,Martin,LIB,Gary Johnson and William Weld,343
MN,Martin,WI,WRITE-IN**,62
MN,Meeker,R,Donald J. Trump,8104
MN,Meeker,DFL,Hillary Clinton and Tim Kaine,3191
MN,Meeker,CP,Darrell Castle and Scott Bradley,53
MN,Meeker,LMN,Dan R. Vacek and Mark Elworth] Jr.,51
MN,Meeker,SWP,Alyson Kennedy and Osborne Hart,10
MN,Meeker,GP,Jill Stein and Howie Hawkins,94
MN,Meeker,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Meeker,IP,Evan McMullin and Nathan Johnson,244
MN,Meeker,LIB,Gary Johnson and William Weld,448
MN,Meeker,WI,WRITE-IN**,85
MN,Mille Lacs,R,Donald J. Trump,8340
MN,Mille Lacs,DFL,Hillary Clinton and Tim Kaine,3710
MN,Mille Lacs,CP,Darrell Castle and Scott Bradley,57
MN,Mille Lacs,LMN,Dan R. Vacek and Mark Elworth] Jr.,57
MN,Mille Lacs,SWP,Alyson Kennedy and Osborne Hart,3
MN,Mille Lacs,GP,Jill Stein and Howie Hawkins,128
MN,Mille Lacs,ADP,Rocky Roque De La Fuente and Michael Steinberg,4
MN,Mille Lacs,IP,Evan McMullin and Nathan Johnson,199
MN,Mille Lacs,LIB,Gary Johnson and William Weld,451
MN,Mille Lacs,WI,WRITE-IN**,68
MN,Morrison,R,Donald J. Trump,12925
MN,Morrison,DFL,Hillary Clinton and Tim Kaine,3637
MN,Morrison,CP,Darrell Castle and Scott Bradley,56
MN,Morrison,LMN,Dan R. Vacek and Mark Elworth] Jr.,60
MN,Morrison,SWP,Alyson Kennedy and Osborne Hart,16
MN,Morrison,GP,Jill Stein and Howie Hawkins,146
MN,Morrison,ADP,Rocky Roque De La Fuente and Michael Steinberg,6
MN,Morrison,IP,Evan McMullin and Nathan Johnson,246
MN,Morrison,LIB,Gary Johnson and William Weld,442
MN,Morrison,WI,WRITE-IN**,80
MN,Mower,R,Donald J. Trump,8823
MN,Mower,DFL,Hillary Clinton and Tim Kaine,7437
MN,Mower,CP,Darrell Castle and Scott Bradley,83
MN,Mower,LMN,Dan R. Vacek and Mark Elworth] Jr.,82
MN,Mower,SWP,Alyson Kennedy and Osborne Hart,17
MN,Mower,GP,Jill Stein and Howie Hawkins,191
MN,Mower,ADP,Rocky Roque De La Fuente and Michael Steinberg,7
MN,Mower,IP,Evan McMullin and Nathan Johnson,316
MN,Mower,LIB,Gary Johnson and William Weld,620
MN,Mower,WI,WRITE-IN**,139
MN,Murray,R,Donald J. Trump,2974
MN,Murray,DFL,Hillary Clinton and Tim Kaine,1295
MN,Murray,CP,Darrell Castle and Scott Bradley,20
MN,Murray,LMN,Dan R. Vacek and Mark Elworth] Jr.,20
MN,Murray,SWP,Alyson Kennedy and Osborne Hart,1
MN,Murray,GP,Jill Stein and Howie Hawkins,22
MN,Murray,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Murray,IP,Evan McMullin and Nathan Johnson,106
MN,Murray,LIB,Gary Johnson and William Weld,203
MN,Murray,WI,WRITE-IN**,26
MN,Nicollet,R,Donald J. Trump,8437
MN,Nicollet,DFL,Hillary Clinton and Tim Kaine,7886
MN,Nicollet,CP,Darrell Castle and Scott Bradley,64
MN,Nicollet,LMN,Dan R. Vacek and Mark Elworth] Jr.,88
MN,Nicollet,SWP,Alyson Kennedy and Osborne Hart,9
MN,Nicollet,GP,Jill Stein and Howie Hawkins,250
MN,Nicollet,ADP,Rocky Roque De La Fuente and Michael Steinberg,14
MN,Nicollet,IP,Evan McMullin and Nathan Johnson,336
MN,Nicollet,LIB,Gary Johnson and William Weld,831
MN,Nicollet,WI,WRITE-IN**,182
MN,Nobles,R,Donald J. Trump,5299
MN,Nobles,DFL,Hillary Clinton and Tim Kaine,2733
MN,Nobles,CP,Darrell Castle and Scott Bradley,41
MN,Nobles,LMN,Dan R. Vacek and Mark Elworth] Jr.,45
MN,Nobles,SWP,Alyson Kennedy and Osborne Hart,3
MN,Nobles,GP,Jill Stein and Howie Hawkins,40
MN,Nobles,ADP,Rocky Roque De La Fuente and Michael Steinberg,4
MN,Nobles,IP,Evan McMullin and Nathan Johnson,168
MN,Nobles,LIB,Gary Johnson and William Weld,258
MN,Nobles,WI,WRITE-IN**,41
MN,Norman,R,Donald J. Trump,1699
MN,Norman,DFL,Hillary Clinton and Tim Kaine,1264
MN,Norman,CP,Darrell Castle and Scott Bradley,14
MN,Norman,LMN,Dan R. Vacek and Mark Elworth] Jr.,18
MN,Norman,SWP,Alyson Kennedy and Osborne Hart,4
MN,Norman,GP,Jill Stein and Howie Hawkins,29
MN,Norman,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Norman,IP,Evan McMullin and Nathan Johnson,41
MN,Norman,LIB,Gary Johnson and William Weld,161
MN,Norman,WI,WRITE-IN**,29
MN,Olmsted,R,Donald J. Trump,35668
MN,Olmsted,DFL,Hillary Clinton and Tim Kaine,36268
MN,Olmsted,CP,Darrell Castle and Scott Bradley,303
MN,Olmsted,LMN,Dan R. Vacek and Mark Elworth] Jr.,270
MN,Olmsted,SWP,Alyson Kennedy and Osborne Hart,35
MN,Olmsted,GP,Jill Stein and Howie Hawkins,1117
MN,Olmsted,ADP,Rocky Roque De La Fuente and Michael Steinberg,56
MN,Olmsted,IP,Evan McMullin and Nathan Johnson,2016
MN,Olmsted,LIB,Gary Johnson and William Weld,3547
MN,Olmsted,WI,WRITE-IN**,849
MN,Otter Tail,R,Donald J. Trump,20939
MN,Otter Tail,DFL,Hillary Clinton and Tim Kaine,9340
MN,Otter Tail,CP,Darrell Castle and Scott Bradley,118
MN,Otter Tail,LMN,Dan R. Vacek and Mark Elworth] Jr.,83
MN,Otter Tail,SWP,Alyson Kennedy and Osborne Hart,20
MN,Otter Tail,GP,Jill Stein and Howie Hawkins,245
MN,Otter Tail,ADP,Rocky Roque De La Fuente and Michael Steinberg,9
MN,Otter Tail,IP,Evan McMullin and Nathan Johnson,531
MN,Otter Tail,LIB,Gary Johnson and William Weld,1000
MN,Otter Tail,WI,WRITE-IN**,215
MN,Pennington,R,Donald J. Trump,4000
MN,Pennington,DFL,Hillary Clinton and Tim Kaine,2147
MN,Pennington,CP,Darrell Castle and Scott Bradley,26
MN,Pennington,LMN,Dan R. Vacek and Mark Elworth] Jr.,30
MN,Pennington,SWP,Alyson Kennedy and Osborne Hart,1
MN,Pennington,GP,Jill Stein and Howie Hawkins,46
MN,Pennington,ADP,Rocky Roque De La Fuente and Michael Steinberg,3
MN,Pennington,IP,Evan McMullin and Nathan Johnson,104
MN,Pennington,LIB,Gary Johnson and William Weld,315
MN,Pennington,WI,WRITE-IN**,43
MN,Pine,R,Donald J. Trump,8191
MN,Pine,DFL,Hillary Clinton and Tim Kaine,4580
MN,Pine,CP,Darrell Castle and Scott Bradley,52
MN,Pine,LMN,Dan R. Vacek and Mark Elworth] Jr.,81
MN,Pine,SWP,Alyson Kennedy and Osborne Hart,10
MN,Pine,GP,Jill Stein and Howie Hawkins,147
MN,Pine,ADP,Rocky Roque De La Fuente and Michael Steinberg,3
MN,Pine,IP,Evan McMullin and Nathan Johnson,192
MN,Pine,LIB,Gary Johnson and William Weld,473
MN,Pine,WI,WRITE-IN**,82
MN,Pipestone,R,Donald J. Trump,3338
MN,Pipestone,DFL,Hillary Clinton and Tim Kaine,1127
MN,Pipestone,CP,Darrell Castle and Scott Bradley,23
MN,Pipestone,LMN,Dan R. Vacek and Mark Elworth] Jr.,10
MN,Pipestone,SWP,Alyson Kennedy and Osborne Hart,6
MN,Pipestone,GP,Jill Stein and Howie Hawkins,44
MN,Pipestone,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Pipestone,IP,Evan McMullin and Nathan Johnson,99
MN,Pipestone,LIB,Gary Johnson and William Weld,131
MN,Pipestone,WI,WRITE-IN**,29
MN,Polk,R,Donald J. Trump,8979
MN,Polk,DFL,Hillary Clinton and Tim Kaine,4712
MN,Polk,CP,Darrell Castle and Scott Bradley,63
MN,Polk,LMN,Dan R. Vacek and Mark Elworth] Jr.,49
MN,Polk,SWP,Alyson Kennedy and Osborne Hart,9
MN,Polk,GP,Jill Stein and Howie Hawkins,124
MN,Polk,ADP,Rocky Roque De La Fuente and Michael Steinberg,10
MN,Polk,IP,Evan McMullin and Nathan Johnson,235
MN,Polk,LIB,Gary Johnson and William Weld,517
MN,Polk,WI,WRITE-IN**,98
MN,Pope,R,Donald J. Trump,3793
MN,Pope,DFL,Hillary Clinton and Tim Kaine,2106
MN,Pope,CP,Darrell Castle and Scott Bradley,13
MN,Pope,LMN,Dan R. Vacek and Mark Elworth] Jr.,26
MN,Pope,SWP,Alyson Kennedy and Osborne Hart,4
MN,Pope,GP,Jill Stein and Howie Hawkins,43
MN,Pope,ADP,Rocky Roque De La Fuente and Michael Steinberg,0
MN,Pope,IP,Evan McMullin and Nathan Johnson,88
MN,Pope,LIB,Gary Johnson and William Weld,221
MN,Pope,WI,WRITE-IN**,25
MN,Ramsey,R,Donald J. Trump,70894
MN,Ramsey,DFL,Hillary Clinton and Tim Kaine,177738
MN,Ramsey,CP,Darrell Castle and Scott Bradley,740
MN,Ramsey,LMN,Dan R. Vacek and Mark Elworth] Jr.,1238
MN,Ramsey,SWP,Alyson Kennedy and Osborne Hart,209
MN,Ramsey,GP,Jill Stein and Howie Hawkins,4560
MN,Ramsey,ADP,Rocky Roque De La Fuente and Michael Steinberg,125
MN,Ramsey,IP,Evan McMullin and Nathan Johnson,5000
MN,Ramsey,LIB,Gary Johnson and William Weld,9626
MN,Ramsey,WI,WRITE-IN**,3013
MN,Red Lake,R,Donald J. Trump,1141
MN,Red Lake,DFL,Hillary Clinton and Tim Kaine,540
MN,Red Lake,CP,Darrell Castle and Scott Bradley,10
MN,Red Lake,LMN,Dan R. Vacek and Mark Elworth] Jr.,10
MN,Red Lake,SWP,Alyson Kennedy and Osborne Hart,0
MN,Red Lake,GP,Jill Stein and Howie Hawkins,23
MN,Red Lake,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Red Lake,IP,Evan McMullin and Nathan Johnson,45
MN,Red Lake,LIB,Gary Johnson and William Weld,100
MN,Red Lake,WI,WRITE-IN**,10
MN,Redwood,R,Donald J. Trump,5137
MN,Redwood,DFL,Hillary Clinton and Tim Kaine,1887
MN,Redwood,CP,Darrell Castle and Scott Bradley,48
MN,Redwood,LMN,Dan R. Vacek and Mark Elworth] Jr.,22
MN,Redwood,SWP,Alyson Kennedy and Osborne Hart,4
MN,Redwood,GP,Jill Stein and Howie Hawkins,77
MN,Redwood,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Redwood,IP,Evan McMullin and Nathan Johnson,147
MN,Redwood,LIB,Gary Johnson and William Weld,242
MN,Redwood,WI,WRITE-IN**,45
MN,Renville,R,Donald J. Trump,4890
MN,Renville,DFL,Hillary Clinton and Tim Kaine,2117
MN,Renville,CP,Darrell Castle and Scott Bradley,52
MN,Renville,LMN,Dan R. Vacek and Mark Elworth] Jr.,32
MN,Renville,SWP,Alyson Kennedy and Osborne Hart,4
MN,Renville,GP,Jill Stein and Howie Hawkins,66
MN,Renville,ADP,Rocky Roque De La Fuente and Michael Steinberg,10
MN,Renville,IP,Evan McMullin and Nathan Johnson,148
MN,Renville,LIB,Gary Johnson and William Weld,244
MN,Renville,WI,WRITE-IN**,43
MN,Rice,R,Donald J. Trump,15429
MN,Rice,DFL,Hillary Clinton and Tim Kaine,14437
MN,Rice,CP,Darrell Castle and Scott Bradley,108
MN,Rice,LMN,Dan R. Vacek and Mark Elworth] Jr.,93
MN,Rice,SWP,Alyson Kennedy and Osborne Hart,12
MN,Rice,GP,Jill Stein and Howie Hawkins,386
MN,Rice,ADP,Rocky Roque De La Fuente and Michael Steinberg,24
MN,Rice,IP,Evan McMullin and Nathan Johnson,498
MN,Rice,LIB,Gary Johnson and William Weld,1230
MN,Rice,WI,WRITE-IN**,226
MN,Rock,R,Donald J. Trump,3091
MN,Rock,DFL,Hillary Clinton and Tim Kaine,1373
MN,Rock,CP,Darrell Castle and Scott Bradley,32
MN,Rock,LMN,Dan R. Vacek and Mark Elworth] Jr.,16
MN,Rock,SWP,Alyson Kennedy and Osborne Hart,2
MN,Rock,GP,Jill Stein and Howie Hawkins,40
MN,Rock,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Rock,IP,Evan McMullin and Nathan Johnson,97
MN,Rock,LIB,Gary Johnson and William Weld,155
MN,Rock,WI,WRITE-IN**,32
MN,Roseau,R,Donald J. Trump,5451
MN,Roseau,DFL,Hillary Clinton and Tim Kaine,1856
MN,Roseau,CP,Darrell Castle and Scott Bradley,38
MN,Roseau,LMN,Dan R. Vacek and Mark Elworth] Jr.,30
MN,Roseau,SWP,Alyson Kennedy and Osborne Hart,3
MN,Roseau,GP,Jill Stein and Howie Hawkins,42
MN,Roseau,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Roseau,IP,Evan McMullin and Nathan Johnson,126
MN,Roseau,LIB,Gary Johnson and William Weld,220
MN,Roseau,WI,WRITE-IN**,37
MN,St. Louis,R,Donald J. Trump,44630
MN,St. Louis,DFL,Hillary Clinton and Tim Kaine,57771
MN,St. Louis,CP,Darrell Castle and Scott Bradley,360
MN,St. Louis,LMN,Dan R. Vacek and Mark Elworth] Jr.,591
MN,St. Louis,SWP,Alyson Kennedy and Osborne Hart,72
MN,St. Louis,GP,Jill Stein and Howie Hawkins,1878
MN,St. Louis,ADP,Rocky Roque De La Fuente and Michael Steinberg,64
MN,St. Louis,IP,Evan McMullin and Nathan Johnson,1528
MN,St. Louis,LIB,Gary Johnson and William Weld,4366
MN,St. Louis,WI,WRITE-IN**,1162
MN,Scott,R,Donald J. Trump,39948
MN,Scott,DFL,Hillary Clinton and Tim Kaine,28502
MN,Scott,CP,Darrell Castle and Scott Bradley,210
MN,Scott,LMN,Dan R. Vacek and Mark Elworth] Jr.,227
MN,Scott,SWP,Alyson Kennedy and Osborne Hart,33
MN,Scott,GP,Jill Stein and Howie Hawkins,740
MN,Scott,ADP,Rocky Roque De La Fuente and Michael Steinberg,33
MN,Scott,IP,Evan McMullin and Nathan Johnson,1296
MN,Scott,LIB,Gary Johnson and William Weld,3400
MN,Scott,WI,WRITE-IN**,640
MN,Sherburne,R,Donald J. Trump,31053
MN,Sherburne,DFL,Hillary Clinton and Tim Kaine,13293
MN,Sherburne,CP,Darrell Castle and Scott Bradley,170
MN,Sherburne,LMN,Dan R. Vacek and Mark Elworth] Jr.,150
MN,Sherburne,SWP,Alyson Kennedy and Osborne Hart,9
MN,Sherburne,GP,Jill Stein and Howie Hawkins,457
MN,Sherburne,ADP,Rocky Roque De La Fuente and Michael Steinberg,25
MN,Sherburne,IP,Evan McMullin and Nathan Johnson,850
MN,Sherburne,LIB,Gary Johnson and William Weld,1927
MN,Sherburne,WI,WRITE-IN**,349
MN,Sibley,R,Donald J. Trump,5193
MN,Sibley,DFL,Hillary Clinton and Tim Kaine,1954
MN,Sibley,CP,Darrell Castle and Scott Bradley,37
MN,Sibley,LMN,Dan R. Vacek and Mark Elworth] Jr.,21
MN,Sibley,SWP,Alyson Kennedy and Osborne Hart,1
MN,Sibley,GP,Jill Stein and Howie Hawkins,64
MN,Sibley,ADP,Rocky Roque De La Fuente and Michael Steinberg,3
MN,Sibley,IP,Evan McMullin and Nathan Johnson,163
MN,Sibley,LIB,Gary Johnson and William Weld,291
MN,Sibley,WI,WRITE-IN**,47
MN,Stearns,R,Donald J. Trump,47617
MN,Stearns,DFL,Hillary Clinton and Tim Kaine,25576
MN,Stearns,CP,Darrell Castle and Scott Bradley,228
MN,Stearns,LMN,Dan R. Vacek and Mark Elworth] Jr.,265
MN,Stearns,SWP,Alyson Kennedy and Osborne Hart,47
MN,Stearns,GP,Jill Stein and Howie Hawkins,954
MN,Stearns,ADP,Rocky Roque De La Fuente and Michael Steinberg,45
MN,Stearns,IP,Evan McMullin and Nathan Johnson,1281
MN,Stearns,LIB,Gary Johnson and William Weld,2972
MN,Stearns,WI,WRITE-IN**,607
MN,Steele,R,Donald J. Trump,11198
MN,Steele,DFL,Hillary Clinton and Tim Kaine,6241
MN,Steele,CP,Darrell Castle and Scott Bradley,91
MN,Steele,LMN,Dan R. Vacek and Mark Elworth] Jr.,78
MN,Steele,SWP,Alyson Kennedy and Osborne Hart,10
MN,Steele,GP,Jill Stein and Howie Hawkins,208
MN,Steele,ADP,Rocky Roque De La Fuente and Michael Steinberg,12
MN,Steele,IP,Evan McMullin and Nathan Johnson,396
MN,Steele,LIB,Gary Johnson and William Weld,808
MN,Steele,WI,WRITE-IN**,137
MN,Stevens,R,Donald J. Trump,2799
MN,Stevens,DFL,Hillary Clinton and Tim Kaine,2116
MN,Stevens,CP,Darrell Castle and Scott Bradley,28
MN,Stevens,LMN,Dan R. Vacek and Mark Elworth] Jr.,10
MN,Stevens,SWP,Alyson Kennedy and Osborne Hart,9
MN,Stevens,GP,Jill Stein and Howie Hawkins,69
MN,Stevens,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
